Word,Root,Affix,Tag,PoS_root,PoS_word,tag_splitted
сапаттачусуз,сапатта,чусуз,PST_ITER_2SGF,VERB,VERB,"['PST', 'ITER', '2SGF']"
айтканмын,Айт,кан-мын,PST_INDF_1SG,VERB,VERB,"['PST', 'INDF', '1SG']"
саатыңыздардан,саат,ыңыздардан,POSS_2PLF_ABL,NOUN,NOUN,"['POSS', '2PLF', 'ABL']"
жаралдыңар,жарал,дыңар,PST_DEF_POSS_2PL,VERB,VERB,"['PST', 'DEF', 'POSS', '2PL']"
жетимиш үчтүн,жетимиш үч,түн,GEN,NUM,NUM,['GEN']
түртөт,Түрт,ө-т,FUT_DEF_3SG,VERB,VERB,"['FUT', 'DEF', '3SG']"
алышалык,алыш,алык,HOR_PL,VERB,VERB,"['HOR', 'PL']"
сүттөрүңүзгө,сүт,төрүңүзгө,PL_POSS_2SGF_DAT,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'DAT']"
тиштегим,Тиште,гим,INF_5_POSS_1SG,VERB,VERB,"['INF', '5', 'POSS', '1SG']"
барыптырсыңар,Бар,ыптыр-сыңар,PST_EVID_2PL,VERB,VERB,"['PST', 'EVID', '2PL']"
ырларыңызга,ыр,ларыңызга,PL_POSS_2SGF_DAT,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'DAT']"
илсем,Ил,сем,COND_POSS_1SG,VERB,VERB,"['COND', 'POSS', '1SG']"
сурабайсыздар,Сура,ба-йсыздар,NEG_2PLF,VERB,VERB,"['NEG', '2PLF']"
темирлериңиздин,темир,лериңиздин,PL_POSS_2SGF_GEN,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'GEN']"
кошунаңда,кошуна,ңда,POSS_2SG_LOC,NOUN,NOUN,"['POSS', '2SG', 'LOC']"
туруптурсуздар,Тур,уптур-суздар,PST_EVID_2PLF,VERB,VERB,"['PST', 'EVID', '2PLF']"
жазуучуларыңыздар,жазуучу,ларыңыздар,PL_POSS_2PLF,NOUN,NOUN,"['PL', 'POSS', '2PLF']"
жетимиш сегиздин,жетимиш сегиз,дин,GEN,NUM,NUM,['GEN']
шымдарыңыз,шым,дарыңыз,PL_POSS_2SGF,NOUN,NOUN,"['PL', 'POSS', '2SGF']"
термелдик,термел,дик,PST_DEF_POSS_1PL,VERB,VERB,"['PST', 'DEF', 'POSS', '1PL']"
уялган,уял,ган,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
пайызыңыздардан,пайыз,ыңыздардан,POSS_2PLF_ABL,NOUN,NOUN,"['POSS', '2PLF', 'ABL']"
чыгармамдын,чыгарма,мдын,POSS_1SG_GEN,NOUN,NOUN,"['POSS', '1SG', 'GEN']"
коштошойун,Коштош,ойун,HOR_SG,VERB,VERB,"['HOR', 'SG']"
элүү алтынчыбыз,элүү алты,нчы-быз,NUM_ORD_1PL,NUM,NUM,"['NUM', 'ORD', '1PL']"
ашпоздоруңдун,ашпоз,доруңдун,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
билимдерим,билим,дерим,PL_POSS_1SG,NOUN,NOUN,"['PL', 'POSS', '1SG']"
топтомоксуңар,топто,моксуңар,INF_4_2PL,VERB,VERB,"['INF', '4', '2PL']"
көрдүң,Көр,дүң,PST_DEF_POSS_2SG,VERB,VERB,"['PST', 'DEF', 'POSS', '2SG']"
тилдептирсиң,тилде,птир-сиң,PST_EVID_2SG,VERB,VERB,"['PST', 'EVID', '2SG']"
он төртүнчүнүн,он төрт,үнчү-нүн,NUM_ORD_GEN,NUM,NUM,"['NUM', 'ORD', 'GEN']"
коштошту,Коштош,ту,PST_DEF,VERB,VERB,"['PST', 'DEF']"
чуркарсың,Чурка,ар-сың,FUT_INDF_2SG,VERB,VERB,"['FUT', 'INDF', '2SG']"
чымынын,чымын,ын,POSS_3PL_ACC,NOUN,NOUN,"['POSS', '3PL', 'ACC']"
токсон биринчисиздер,токсон бир,инчи-сиздер,NUM_ORD_3PL,NUM,NUM,"['NUM', 'ORD', '3PL']"
узатпасмын,Узат,пас-мын,PCP_FUT_NEG_PERS_1SG,VERB,VERB,"['PCP', 'FUT', 'NEG', 'PERS', '1SG']"
апасынын,апа,сынын,POSS_3SG_GEN,NOUN,NOUN,"['POSS', '3SG', 'GEN']"
отуз үчтөн,отуз үч,төн,ABL,NUM,NUM,['ABL']
тарыхтарыңыз,тарых,тарыңыз,PL_POSS_2SGF,NOUN,NOUN,"['PL', 'POSS', '2SGF']"
балкасың,балка,сың,PERS_2SG,NOUN,NOUN,"['PERS', '2SG']"
жыгачыңардан,жыгач,ыңардан,POSS_2PL_ABL,NOUN,NOUN,"['POSS', '2PL', 'ABL']"
сатчубуз,Сат,чу-буз,PST_ITER_1PL,VERB,VERB,"['PST', 'ITER', '1PL']"
чыкпайсыңар,Чык,па-йсыңар,NEG_2PL,VERB,VERB,"['NEG', '2PL']"
ичелик,Ич,елик,HOR_PL,VERB,VERB,"['HOR', 'PL']"
мергенчиңизден,мергенчи,ңизден,POSS_2SGF_ABL,NOUN,NOUN,"['POSS', '2SGF', 'ABL']"
бекитерсиздер,Бекит,ер-сиздер,FUT_INDF_3PLF,VERB,VERB,"['FUT', 'INDF', '3PLF']"
дүкөнүбүздөн,дүкөн,үбүздөн,POSS_1PL_ABL,NOUN,NOUN,"['POSS', '1PL', 'ABL']"
бүктөптүрбүз,Бүктө,птүр-бүз,PST_EVID_1PL,VERB,VERB,"['PST', 'EVID', '1PL']"
уюмда,уюм,да,LOC,NOUN,NOUN,['LOC']
сүзөмүн,Сүз,ө-мүн,FUT_DEF_1SG,VERB,VERB,"['FUT', 'DEF', '1SG']"
чырагыбыздын,чырак,ыбыздын,POSS_1PL_GEN,NOUN,NOUN,"['POSS', '1PL', 'GEN']"
күтөсүз,Күт,ө-сүз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
жуут,Жуу,т,CAUS_2,VERB,VERB,"['CAUS', '2']"
ойлонсун,Ойлон,сун,JUS_PL,VERB,VERB,"['JUS', 'PL']"
чынылардын,чыны,лардын,PL_GEN,NOUN,NOUN,"['PL', 'GEN']"
жомокторуму,жомок,торуму,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
коюптурсуздар,Кой,уптур-суздар,PST_EVID_2PLF,VERB,VERB,"['PST', 'EVID', '2PLF']"
окумуштууларыңыздын,окумуштуу,ларыңыздын,PL_POSS_2SGF_GEN,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'GEN']"
топтоп жатасыңар,топто,п-жатасыңар,PRES_2PL,VERB,VERB,"['PRES', '2PL']"
мыйзамдарыбызга,мыйзам,дарыбызга,PL_POSS_1PL_DAT,NOUN,NOUN,"['PL', 'POSS', '1PL', 'DAT']"
саптабас,сапта,ба-с,FUT_INDF_NEG,VERB,VERB,"['FUT', 'INDF', 'NEG']"
адистерин,адис,терин,PL_POSS_3SG,NOUN,NOUN,"['PL', 'POSS', '3SG']"
күлмөйүнчө,Күл,мөйүнчө,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
тарыхыңдан,тарых,ыңдан,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
достошконсуң,Достош,кон-суң,PST_INDF_PS_2SG,VERB,VERB,"['PST', 'INDF', 'PS', '2SG']"
билимиме,билим,име,POSS_1SG_DAT,NOUN,NOUN,"['POSS', '1SG', 'DAT']"
билгим,Бил,гим,OPT_POSS_1SG,VERB,VERB,"['OPT', 'POSS', '1SG']"
актёруңарга,актёр,уңарга,POSS_2PL_DAT,NOUN,NOUN,"['POSS', '2PL', 'DAT']"
бүктөгөн,Бүктө,гөн,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
паспортуңан,паспорт,уңан,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
жигитиңизде,жигит,иңизде,POSS_2SGF_LOC,NOUN,NOUN,"['POSS', '2SGF', 'LOC']"
кошуп жатса,Кош,уп-жатса,PRES_COND,VERB,VERB,"['PRES', 'COND']"
шаарыңардан,шаар,ыңардан,POSS_2PL_ABL,NOUN,NOUN,"['POSS', '2PL', 'ABL']"
жабып жатасыз,Жап,ып-жатасыз,PRES_2SGF,VERB,VERB,"['PRES', '2SGF']"
акылманыңардын,акылман,ыңардын,POSS_2PL_GEN,NOUN,NOUN,"['POSS', '2PL', 'GEN']"
кагаздарыңар,кагаз,дарыңар,PL_POSS_2PL,NOUN,NOUN,"['PL', 'POSS', '2PL']"
куштарүңуз,куш,тарүңуз,PL_POSS_2SGF,NOUN,NOUN,"['PL', 'POSS', '2SGF']"
чырагыңан,чырак,ыңан,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
шаарларыбызга,шаар,ларыбызга,PL_POSS_1PL_DAT,NOUN,NOUN,"['PL', 'POSS', '1PL', 'DAT']"
чабуунун,Чап,уу-нун,GEN,VERB,NOUN,['GEN']
мезгилиңизге,мезгил,иңизге,POSS_2SGF_DAT,NOUN,NOUN,"['POSS', '2SGF', 'DAT']"
тапкансыңар,Тап,кан-сыңар,PST_INDF_2PL,VERB,VERB,"['PST', 'INDF', '2PL']"
тосмоксуздар,Тос,мок-суздар,INF_4_2PLF,VERB,VERB,"['INF', '4', '2PLF']"
дептеримин,дептер,имин,POSS_1SG_GEN,NOUN,NOUN,"['POSS', '1SG', 'GEN']"
мырзаңар,мырза,ңар,POSS_2PL,NOUN,NOUN,"['POSS', '2PL']"
оюнумду,оюн,умду,POSS_1SG_ACC,NOUN,NOUN,"['POSS', '1SG', 'ACC']"
жүгүрбөчүдөй,Жүгүр,бө-чүдөй,FUT_INDF_3SG,VERB,VERB,"['FUT', 'INDF', '3SG']"
куткарам,куткар,ам,FUT_DEF,VERB,VERB,"['FUT', 'DEF']"
студентиңер,студент,иңер,POSS_2PL,NOUN,NOUN,"['POSS', '2PL']"
созулгула,созул,гула,IMP_PL,VERB,VERB,"['IMP', 'PL']"
казып жатат,Каз,ып-жат-а-т,PRES_3SG,VERB,VERB,"['PRES', '3SG']"
ашпозуңуздан,ашпоз,уңуздан,POSS_2SGF_ABL,NOUN,NOUN,"['POSS', '2SGF', 'ABL']"
отузунчусуңар,отуз,унчу-суңар,NUM_ORD_2PL,NUM,NUM,"['NUM', 'ORD', '2PL']"
коштошсоңуздар,Коштош,соң-уздар,COND_POSS_2PLF,VERB,VERB,"['COND', 'POSS', '2PLF']"
юристиңе,юрист,иңе,POSS_2SG_DAT,NOUN,NOUN,"['POSS', '2SG', 'DAT']"
периштеңиздерде,периште,ңиздерде,POSS_2PLF_LOC,NOUN,NOUN,"['POSS', '2PLF', 'LOC']"
бермексиңер,Бер,мек-сиңер,INF_4_2PL,VERB,VERB,"['INF', '4', '2PL']"
арнагын,арна,гын,IMP_SG,VERB,VERB,"['IMP', 'SG']"
мекендеринен,мекен,деринен,PL_POSS_3PL_ABL,NOUN,NOUN,"['PL', 'POSS', '3PL', 'ABL']"
актоо,акта,оо,INF_1,VERB,VERB,"['INF', '1']"
достошкум,Достош,кум,INF_5_POSS_1SG,VERB,VERB,"['INF', '5', 'POSS', '1SG']"
сүзүш,Сүз,үш,INF_3,VERB,VERB,"['INF', '3']"
философтордун,философ,тордун,PL_GEN,NOUN,NOUN,"['PL', 'GEN']"
иштелүүдө,Иште,лүү-дө,PRES,VERB,VERB,['PRES']
текшерип жатасыңар,Текшер,ип-жатасыңар,PRES_2PL,VERB,VERB,"['PRES', '2PL']"
самындарымды,самын,дарымды,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
табышты,Тап,ыш-ат,FUT_DEF_3PL,VERB,VERB,"['FUT', 'DEF', '3PL']"
урматтамакбыз,урматта,макбыз,INF_4_1PL,VERB,VERB,"['INF', '4', '1PL']"
жигитиңер,жигит,иңер,POSS_2PL,NOUN,NOUN,"['POSS', '2PL']"
бекитпе,Бекит,пе,NEG,VERB,VERB,['NEG']
жаттачу,Жатта,чу,PST_ITER,VERB,VERB,"['PST', 'ITER']"
секирбейбиз,Секир,бе-йбиз,NEG_1PL,VERB,VERB,"['NEG', '1PL']"
уюмуң,уюм,уң,POSS_2SG,NOUN,NOUN,"['POSS', '2SG']"
макалдын,макал,дын,GEN,NOUN,NOUN,['GEN']
токочторумду,токоч,торумду,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
укмаксыз,Ук,мак-сыз,INF_4_2SGF,VERB,VERB,"['INF', '4', '2SGF']"
секиргиле,Секир,гиле,IMP_PL,VERB,VERB,"['IMP', 'PL']"
жаттабасмын,Жатта,бас-мын,FUT_INDF_NEG_PERS_1SG,VERB,VERB,"['FUT', 'INDF', 'NEG', 'PERS', '1SG']"
адамын,адам,ын,POSS_3PL_ACC,NOUN,NOUN,"['POSS', '3PL', 'ACC']"
өчүрсө,Өчүр,сө,COND,VERB,VERB,['COND']
балкаларыбыздын,балка,ларыбыздын,PL_POSS_1PL_GEN,NOUN,NOUN,"['PL', 'POSS', '1PL', 'GEN']"
мисалыңы,мисал,ыңы,POSS_2SG_ACC,NOUN,NOUN,"['POSS', '2SG', 'ACC']"
алмаңа,алма,ңа,POSS_2SG_DAT,NOUN,NOUN,"['POSS', '2SG', 'DAT']"
сактамакмын,сакта,макмын,INF_4_1SG,VERB,VERB,"['INF', '4', '1SG']"
мисалдарыңыздардан,мисал,дарыңыздардан,PL_POSS_2PLF_ABL,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ABL']"
жылмайыптырсыздар,Жылмай,ыптыр-сыздар,PST_EVID_2PLF,VERB,VERB,"['PST', 'EVID', '2PLF']"
таарынып жатасың,таарын,ып-жатасың,PRES_COND,VERB,VERB,"['PRES', 'COND']"
адисиңерди,адис,иңерди,POSS_2PL_ACC,NOUN,NOUN,"['POSS', '2PL', 'ACC']"
тарыхтарды,тарых,тарды,PL_ACC,NOUN,NOUN,"['PL', 'ACC']"
урматтагыла,урматта,гыла,IMP_PL,VERB,VERB,"['IMP', 'PL']"
бекитет,Бекит,е-т,FUT_DEF_3SG,VERB,VERB,"['FUT', 'DEF', '3SG']"
адистериңиздерде,адис,териңиздерде,PL_POSS_2PLF_LOC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'LOC']"
дарбыздарыңызды,дарбыз,дарыңызды,PL_POSS_2SGF_ACC,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ACC']"
эстебейбиз,Эсте,бе-йбиз,NEG_1PL,VERB,VERB,"['NEG', '1PL']"
сапаттарыңыз,сапат,тарыңыз,PL_POSS_2SGF,NOUN,NOUN,"['PL', 'POSS', '2SGF']"
адамыңарды,адам,ыңарды,POSS_2PL_ACC,NOUN,NOUN,"['POSS', '2PL', 'ACC']"
куткарбайсыз,куткар,ба-йсыз,NEG_2SGF,VERB,VERB,"['NEG', '2SGF']"
жууйсуз,Жуу,й-суз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
талашыптырбыз,талаш,ыптыр-быз,PST_EVID_1PL,VERB,VERB,"['PST', 'EVID', '1PL']"
жылмайабы,Жылмай,абы,HOR_SG,VERB,VERB,"['HOR', 'SG']"
эстеликтеринин,эстелик,теринин,PL_POSS_3PL_GEN,NOUN,NOUN,"['PL', 'POSS', '3PL', 'GEN']"
сатыптырсыз,Сат,ыптыр-сыз,PST_EVID_2SGF,VERB,VERB,"['PST', 'EVID', '2SGF']"
актабас,акта,ба-с ,FUT_INDF_NEG,VERB,VERB,"['FUT', 'INDF', 'NEG']"
буйруунун,буйруу,нун,GEN,VERB,NOUN,['GEN']
ырларыңыздардын,ыр,ларыңыздардын,PL_POSS_2PLF_GEN,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'GEN']"
байкасаңар,байка,саңар,COND_POSS_2PL,VERB,VERB,"['COND', 'POSS', '2PL']"
дүкөндөрдү,дүкөн,дөрдү,PL_ACC,NOUN,NOUN,"['PL', 'ACC']"
мактасаңар,Макта,саң-ар,COND_POSS_2PL,VERB,VERB,"['COND', 'POSS', '2PL']"
жамалды,Жама,л-ды,PASS_PST_DEF,VERB,VERB,"['PASS', 'PST', 'DEF']"
сааттарыңызды,саат,тарыңызды,PL_POSS_2SGF_ACC,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ACC']"
ачкым,Ач,кым,INF_5_POSS_1SG,VERB,VERB,"['INF', '5', 'POSS', '1SG']"
жазгым,Жаз,гым,INF_5_POSS_1SG,VERB,VERB,"['INF', '5', 'POSS', '1SG']"
балыктарыңыздарды,балык,тарыңыздарды,PL_POSS_2PLF_ACC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ACC']"
бекемирээк,бекем,ирээк,COMP,ADJECTIVE,ADJECTIVE,['COMP']
жазалык,Жаз,алык,HOR_PL,VERB,VERB,"['HOR', 'PL']"
самындарыңардын,самын,дарыңардын,PL_POSS_2PL_GEN,NOUN,NOUN,"['PL', 'POSS', '2PL', 'GEN']"
чыгармаларыңыздарга,чыгарма,ларыңыздарга,PL_POSS_2PLF_DAT,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'DAT']"
балыктарыңыздарга,балык,тарыңыздарга,PL_POSS_2PLF_DAT,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'DAT']"
учуптурсуз,Уч,уптур-суз,PST_EVID_2SGF,VERB,VERB,"['PST', 'EVID', '2SGF']"
эжелериңер,эже,лериңер,PL_POSS_2PL,NOUN,NOUN,"['PL', 'POSS', '2PL']"
эстелигиңе,эстелик,иңе,POSS_2SG_DAT,NOUN,NOUN,"['POSS', '2SG', 'DAT']"
үйрөнгөнбүз,Үйрөн,гөн-бүз,PST_INDF_1PL,VERB,VERB,"['PST', 'INDF', '1PL']"
досумдан,дос,умдан,POSS_1SG_ABL,NOUN,NOUN,"['POSS', '1SG', 'ABL']"
аткаралык,аткар,алык,HOR_PL,VERB,VERB,"['HOR', 'PL']"
авторлор,автор,лор,PL,NOUN,NOUN,['PL']
чогултасың,Чогулт,а-сың,FUT_DEF_2SG,VERB,VERB,"['FUT', 'DEF', '2SG']"
ишенесиз,Ишен,е-сиз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
тилдебесмин,тилде,бес-мин,PCP_FUT_NEG_PERS_1SG,VERB,VERB,"['PCP', 'FUT', 'NEG', 'PERS', '1SG']"
чуркаптырсыңар,Чурка,птыр-сыңар,PST_EVID_2PL,VERB,VERB,"['PST', 'EVID', '2PL']"
айтса  ,Айт,са,COND,VERB,VERB,['COND']
учкум,Уч,кум,INF_5_POSS_1SG,VERB,VERB,"['INF', '5', 'POSS', '1SG']"
жатарбыз,Жат,ар-быз,FUT_INDF_1PL,VERB,VERB,"['FUT', 'INDF', '1PL']"
кушка,куш,ка,DAT,NOUN,NOUN,['DAT']
дарбыздары,дарбыз,дары,PL_POSS_3SG,NOUN,NOUN,"['PL', 'POSS', '3SG']"
сексен бештен,сексен беш,тен,ABL,NUM,NUM,['ABL']
элүү тогузунчусуз,элүү тогуз,унчу-суз,NUM_ORD_2SGF,NUM,NUM,"['NUM', 'ORD', '2SGF']"
элчиңи,элчи,ңи,POSS_2SG_ACC,NOUN,NOUN,"['POSS', '2SG', 'ACC']"
адистери,адис,тери,PL_POSS_3PL,NOUN,NOUN,"['PL', 'POSS', '3PL']"
жазуучуларыңыздардан,жазуучу,ларыңыздардан,PL_POSS_2PLF_ABL,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ABL']"
созулсун,созул,сун,JUS_PL,VERB,VERB,"['JUS', 'PL']"
сүзүү,Сүз,үү,INF_2,VERB,VERB,"['INF', '2']"
достошмокчу,Достош,мокчу,DESIDE,VERB,VERB,['DESIDE']
жасагансың,Жаса,ган-сың,PST_INDF_PS_2SG,VERB,VERB,"['PST', 'INDF', 'PS', '2SG']"
түзмөксүздөр,Түз,мөк-сүздөр,INF_4_2PLF,VERB,VERB,"['INF', '4', '2PLF']"
актёруңуздардын,актёр,уңуздардын,POSS_2PLF_GEN,NOUN,NOUN,"['POSS', '2PLF', 'GEN']"
айдайбыз,Айда,йбыз,FUT_DEF_1PL,VERB,VERB,"['FUT', 'DEF', '1PL']"
өспүрүмдөрүңүзгө,өспүрүм,дөрүңүзгө,PL_POSS_2SGF_DAT,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'DAT']"
юристтериңиз,юрист,териңиз,PL_POSS_2SGF,NOUN,NOUN,"['PL', 'POSS', '2SGF']"
сырдаймын,Сырда,й-мын,FUT_DEF_1SG,VERB,VERB,"['FUT', 'DEF', '1SG']"
достошуш,Достош,уш,INF_3,VERB,VERB,"['INF', '3']"
угуш,Ук,уш,INF_3,VERB,VERB,"['INF', '3']"
тарыхтарыңар,тарых,тарыңар,PL_POSS_2PL,NOUN,NOUN,"['PL', 'POSS', '2PL']"
жатташ,Жатта,ш,RECP,VERB,VERB,['RECP']
ойгондуңар,Ойгон,ду-ңар,PST_DEF_POSS_2PL,VERB,VERB,"['PST', 'DEF', 'POSS', '2PL']"
билеби,Бил,еби,HOR_SG,VERB,VERB,"['HOR', 'SG']"
саптташ,саптта,ш,RECP,VERB,VERB,['RECP']
жыйырма тогуздан,жыйырма тогуз,дан,ABL,NUM,NUM,['ABL']
чыгармаларыңыздан,чыгарма,ларыңыздан,PL_POSS_2SGF_ABL,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ABL']"
секирерсиңер,Секир,ер-сиңер,FUT_INDF_2PL,VERB,VERB,"['FUT', 'INDF', '2PL']"
мактабайсыңар,Макта,ба-йсыңар,NEG_2PL,VERB,VERB,"['NEG', '2PL']"
токочуңуздардан,токоч,уңуздардан,POSS_2PLF_ABL,NOUN,NOUN,"['POSS', '2PLF', 'ABL']"
бийлермин,Бийле,р-мин,FUT_INDF_1SG,VERB,VERB,"['FUT', 'INDF', '1SG']"
чыныларында,чыны,ларында,PL_POSS_3SG_LOC,NOUN,NOUN,"['PL', 'POSS', '3SG', 'LOC']"
ойчулдарга,ойчул,дарга,PL_DAT,NOUN,NOUN,"['PL', 'DAT']"
ресторандарымдан,ресторан,дарымдан,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
таштады,Ташта,ды,PST_DEF,VERB,VERB,"['PST', 'DEF']"
ченөө,Чене,өө,INF_1,VERB,VERB,"['INF', '1']"
эжеме,эже,ме,POSS_1SG_DAT,NOUN,NOUN,"['POSS', '1SG', 'DAT']"
саатынын,саат,ынын,POSS_3SG_GEN,NOUN,NOUN,"['POSS', '3SG', 'GEN']"
адаштыңар,адаш,тыңар,PST_DEF_POSS_2PL,VERB,VERB,"['PST', 'DEF', 'POSS', '2PL']"
буйрут,буйру,т,CAUS_2,VERB,VERB,"['CAUS', '2']"
кубулууга,кубулуу,га,DAT,VERB,NOUN,['DAT']
адашкансыңар,адаш,кан-сыңар,PST_INDF_2PL,VERB,VERB,"['PST', 'INDF', '2PL']"
ырларыбыздан,ыр,ларыбыздан,PL_POSS_1PL_ABL,NOUN,NOUN,"['PL', 'POSS', '1PL', 'ABL']"
сырдаган,Сырда,ган,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
табалы,Тап,алы,HOR_PL,VERB,VERB,"['HOR', 'PL']"
таштаймын,Ташта,й-мын,FUT_DEF_1SG,VERB,VERB,"['FUT', 'DEF', '1SG']"
топтор,топто,р,FUT_INDF,VERB,VERB,"['FUT', 'INDF']"
ченелүүдө,Чене,лүү-дө,PRES,VERB,VERB,['PRES']
мугалимден,мугалим,ден,ABL,NOUN,NOUN,['ABL']
отуз бирге,отуз бир,ге,DAT,NUM,NUM,['DAT']
дептерлериңи,дептер,лериңи,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
чогултууда,Чогулт,уу-да,LOC,VERB,NOUN,['LOC']
саткансыз,Сат,кан-сыз,PST_INDF_2SGF,VERB,VERB,"['PST', 'INDF', '2SGF']"
мыйзамың,мыйзам,ың,POSS_2SG,NOUN,NOUN,"['POSS', '2SG']"
каарманыбызга,каарман,ыбызга,POSS_1PL_DAT,NOUN,NOUN,"['POSS', '1PL', 'DAT']"
жеңесиң,Жең,е-сиң,FUT_DEF_2SG,VERB,VERB,"['FUT', 'DEF', '2SG']"
топтолууда,топто,луу-да,PRES,VERB,VERB,['PRES']
философуңузду,философ,уңузду,POSS_2SGF_ACC,NOUN,NOUN,"['POSS', '2SGF', 'ACC']"
дүкөндөрүмдөн,дүкөн,дөрүмдөн,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
канаттууларыңдын,канаттуу,ларыңдын,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
канаттуулар,канаттуу,лар,PL,NOUN,NOUN,['PL']
мырзаларымы,мырза,ларымы,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
куткарабыз,куткар,абыз,FUT_DEF_1PL,VERB,VERB,"['FUT', 'DEF', '1PL']"
жерлерде,жер,лерде,PL_LOC,NOUN,NOUN,"['PL', 'LOC']"
жомокторуңу,жомок,торуңу,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
айранбы,айран,бы,INT,NOUN,NOUN,['INT']
талашсаңар,талаш,саң-ар,COND_POSS_2PL,VERB,VERB,"['COND', 'POSS', '2PL']"
көрөйүн,Көр,өйүн,HOR_SG,VERB,VERB,"['HOR', 'SG']"
созулганы,созул,ганы,ADVV_INT,VERB,VERB,"['ADVV', 'INT']"
табалык,Тап,алык,HOR_PL,VERB,VERB,"['HOR', 'PL']"
билимдеримди,билим,деримди,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
жолдошторуң,жолдош,торуң,PL_POSS_2SG,NOUN,NOUN,"['PL', 'POSS', '2SG']"
шоолаңызда,шоола,ңызда,POSS_2SGF_LOC,NOUN,NOUN,"['POSS', '2SGF', 'LOC']"
чыныларыңыздарды,чыны,ларыңыздарды,PL_POSS_2PLF_ACC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ACC']"
тосчусуң,Тос,чу-суң,PST_ITER_2SG,VERB,VERB,"['PST', 'ITER', '2SG']"
жапкансыздар,Жап,кан-сыз-дар,PST_INDF_2PLF,VERB,VERB,"['PST', 'INDF', '2PLF']"
